,label,image,description,llm_label,llm_idx
3498,mountain,seg_train/seg_train/mountain/12907.jpg, The image shows a large snow-capped mountain in the distance with a large patch of brown vegetation in the foreground. There are some green trees scattered around. The sky is blue and clear. (D),mountain,{'(D)': 192}
3499,mountain,seg_train/seg_train/mountain/9434.jpg, There is a mountain range in the distance with a large rock field in the foreground. (D),mountain,{'(D)': 86}
3500,mountain,seg_train/seg_train/mountain/15328.jpg," The image shows a snow-capped mountain range. The mountains are in the distance, with a valley in the foreground. The sky is clear and blue. The main object in the image is a mountain. Answer: (D)",mountain,{'(D)': 194}
3501,mountain,seg_train/seg_train/mountain/7654.jpg," This is a beautiful landscape image. There are snow-capped mountains in the distance, and a forest of green trees in the foreground. The sky is blue and the sun is shining. The main object in the image is the mountain. (D)",mountain,{'(D)': 220}
3502,mountain,seg_train/seg_train/mountain/4208.jpg, There is a rock in the foreground. There are some trees in the middle ground. There is a mountain range in the background. The main object in the image is (D) mountain.,mountain,{'(D)': 156}
3503,mountain,seg_train/seg_train/mountain/13656.jpg," The image shows a mountain range in the distance, with a town in the foreground. The mountain range is covered in snow, and the town is surrounded by trees. The main object in the image is the mountain range. (D)",mountain,{'(D)': 210}
3504,mountain,seg_train/seg_train/mountain/18116.jpg, The image shows a mountain landscape with a valley in the foreground and mountains in the background. The sky is blue and there are some clouds. The main object in the image is a mountain. Answer: (D),mountain,{'(D)': 198}
3505,mountain,seg_train/seg_train/mountain/6311.jpg," The image shows a mountain range. The mountains are covered in snow. The sky is cloudy and there is a storm brewing. The main object in the image is the mountain range.
(D)",mountain,{'(D)': 170}
3506,mountain,seg_train/seg_train/mountain/18320.jpg, The image shows a mountain range. The mountains are covered in snow. The sky is cloudy. The main object in the image is the mountain range. (D),mountain,{'(D)': 141}
3507,mountain,seg_train/seg_train/mountain/18823.jpg," The image shows a mountain valley. The main object in the image is a mountain.
(D)",mountain,{'(D)': 80}
3508,mountain,seg_train/seg_train/mountain/554.jpg, The image shows a vast desert landscape with rugged mountain peaks in the background. The main object in the image is a (D) mountain.,mountain,{'(D)': 121}
3509,mountain,seg_train/seg_train/mountain/3094.jpg," The image shows a snow-capped mountain peak. The sky is blue and there are some clouds. The mountain is surrounded by snow and ice. There are no buildings, forests, glaciers, seas, or streets in the image. So the answer is (D).",mountain,{'(D)': 224}
3510,mountain,seg_train/seg_train/mountain/5616.jpg," The image shows a mountain landscape. There is a large mountain in the background, and a smaller mountain in the foreground. There is a glacier on the side of the mountain. The sky is hazy. The main object in the image is a mountain, so the answer is (D).",mountain,{'(D)': 252}
3511,mountain,seg_train/seg_train/mountain/17998.jpg, The image shows a mountain range in the distance with a desert in the foreground. (D),mountain,{'(D)': 83}
3512,mountain,seg_train/seg_train/mountain/10031.jpg, (D) This is a mountain landscape. The main objects in the image are mountains.,mountain,{'(D)': 1}
3513,mountain,seg_train/seg_train/mountain/18575.jpg, (D) This image shows a mountain landscape.,mountain,{'(D)': 1}
3514,mountain,seg_train/seg_train/mountain/6363.jpg, The image shows a waterfall in a valley. There is a mountain in the background. The main object in the image is the waterfall. (A)(B)(C)(D)(E),mountain,"{'(A)': 128, '(B)': 131, '(C)': 134, '(D)': 137, '(E)': 140}"
3515,mountain,seg_train/seg_train/mountain/3305.jpg, The image shows a large mountain in the distance with a cloudy sky. There is a large patch of grass in the foreground. (D),mountain,{'(D)': 120}
3516,mountain,seg_train/seg_train/mountain/7209.jpg," The image shows a mountain. The main object in the image is a mountain.
(D)",mountain,{'(D)': 73}
3517,mountain,seg_train/seg_train/mountain/525.jpg," The image shows a mountain covered with snow and ice. There is a glacier on the mountain. The sky is blue and there are some clouds in the sky. The main object in the image is a mountain, so the answer is (D).",mountain,{'(D)': 206}
3518,mountain,seg_train/seg_train/mountain/18508.jpg, (D) This is a mountain range. There are some buildings on the mountain.,mountain,{'(D)': 1}
3519,mountain,seg_train/seg_train/mountain/13245.jpg," There are two people on the top of the mountain. They are posing for a picture. The view from the top is amazing. You can see the city, the ocean, and the mountains. (D)",mountain,{'(D)': 167}
3520,mountain,seg_train/seg_train/mountain/10407.jpg, This is a photo of mountains. There is a valley between the mountains. There are some bushes on the mountain. The sky is clear. The main object in the image is '(D) mountains'.,mountain,{'(D)': 162}
3521,mountain,seg_train/seg_train/mountain/19548.jpg," The image shows a snow-capped mountain peak. The sky is clear and blue. The mountain is surrounded by clouds. There are no buildings, forests, glaciers, or seas in the image. The main object in the image is a mountain.
(D)",mountain,{'(D)': 220}
3522,mountain,seg_train/seg_train/mountain/3291.jpg, This is an image of a airplane flying over a mountain range. There are clouds below the airplane and snow on the mountains. The main object in the image is a mountain range. Answer: (D),mountain,{'(D)': 183}
3523,mountain,seg_train/seg_train/mountain/14644.jpg, The image shows a vast plain with mountains in the distance. The main object in the image is the plain. (B),forest,{'(B)': 105}
3524,mountain,seg_train/seg_train/mountain/13543.jpg," This is an image of two large mountains next to each other, with the ocean in front of them and a blue sky with white clouds behind them. There are no buildings, forests, glaciers, or streets in the image. The main object in the image is a mountain.
(D)",mountain,{'(D)': 251}
3525,mountain,seg_train/seg_train/mountain/15755.jpg," The image shows a mountain landscape. There is a large mountain in the background, and a lake in the foreground. The mountain is covered in snow, and the lake is surrounded by trees. The sky is blue, and there are some clouds in the distance. The main object in the image is the mountain. (D)",mountain,{'(D)': 290}
3526,mountain,seg_train/seg_train/mountain/11933.jpg," The image shows a mountain.
(D)",mountain,{'(D)': 29}
3527,mountain,seg_train/seg_train/mountain/6670.jpg," The image shows a mountain path. The path is made of dirt and gravel, and it is surrounded by green grass and rocks. There is a wooden fence on one side of the path. In the distance, there are mountains covered with snow. The main object in the image is (D) mountain.",mountain,{'(D)': 255}
3528,mountain,seg_train/seg_train/mountain/16034.jpg, This is a beautiful landscape image. The main objects in the image are mountains and a lake. The mountains are in the background and the lake is in the foreground. The sky is blue and the water is a deep blue. The mountains are covered in snow. There are some trees on the shore of the lake. The image is very peaceful and serene. (D)(E),mountain,"{'(D)': 332, '(E)': 335}"
3529,mountain,seg_train/seg_train/mountain/19312.jpg," The image shows a snow-capped mountain in the distance with a forest of pine trees in the foreground. There is a building on the left. The main object in the image is a mountain.
(A)(B)(D)(F)",mountain,"{'(A)': 180, '(B)': 183, '(D)': 186, '(F)': 189}"
3530,mountain,seg_train/seg_train/mountain/11223.jpg," The image shows a canyon between rocky mountains. The main object in the image is a mountain.
(D)",mountain,{'(D)': 95}
3531,mountain,seg_train/seg_train/mountain/13327.jpg, The image shows a mountain range in the distance with a valley in the foreground. The mountains are partially obscured by clouds. The main object in the image is a mountain. Answer: (D),mountain,{'(D)': 183}
3532,mountain,seg_train/seg_train/mountain/7063.jpg," The image shows a snow-capped mountain in the distance with a forest in the foreground. The main object in the image is a mountain.
(D)",mountain,{'(D)': 133}
3533,mountain,seg_train/seg_train/mountain/14844.jpg," The image shows a mountain range in the distance with a forest in the foreground. The main object in the image is a mountain.
(D)",mountain,{'(D)': 127}
3534,mountain,seg_train/seg_train/mountain/9045.jpg, (A) There is a mountain in the foreground. There is a city and sea in the background.,buildings,{'(A)': 1}
3535,mountain,seg_train/seg_train/mountain/20008.jpg," The image shows a mountain landscape. The main object in the image is a mountain.
(D)",mountain,{'(D)': 83}
3536,mountain,seg_train/seg_train/mountain/18764.jpg," The image shows a rocky mountain landscape with a view of a valley and a lake in the distance. The main object in the image is a mountain.
(D)",mountain,{'(D)': 140}
3537,mountain,seg_train/seg_train/mountain/19451.jpg," The image shows a mountain range. The mountains are covered in snow. The sky is cloudy. There are some trees in the foreground. The main object in the image is the mountain range.
(D)",mountain,{'(D)': 181}
3538,mountain,seg_train/seg_train/mountain/6088.jpg, This is a landscape image. There are mountains in the distance. There is a valley in the foreground. There is a town in the valley. There are forests on the slopes of the mountains. There is a river running through the valley. The main object in the image is (D) mountain.,mountain,{'(D)': 260}
3539,mountain,seg_train/seg_train/mountain/11544.jpg, There is a mountain range shrouded in the mist. (D),mountain,{'(D)': 49}
3540,mountain,seg_train/seg_train/mountain/4192.jpg, The image shows a snow-capped mountain range. The mountains are in the distance and there are some trees in the foreground. The sky is blue and there are some clouds. (D),mountain,{'(D)': 168}
3541,mountain,seg_train/seg_train/mountain/816.jpg, The image shows a lake in a valley. There is a mountain in the background. The main object in the image is the lake. '(E)',sea,{'(E)': 119}
3542,mountain,seg_train/seg_train/mountain/18139.jpg, The image shows a beautiful mountain landscape with a lake in the foreground and snow-capped mountains in the background. There is a building on the shore of the lake and a path leading away from it. The main object in the image is (D) mountain.,mountain,{'(D)': 233}
3543,mountain,seg_train/seg_train/mountain/684.jpg," The image shows a snow-capped mountain peak rising above the clouds. The sky is clear and blue. The mountain is the main object in the image.
(D)",mountain,{'(D)': 143}
3544,mountain,seg_train/seg_train/mountain/7354.jpg, This is a photo of a mountain range. The mountains are covered in snow and ice. The sky is blue and there are some clouds. The main object in the image is a mountain. So the answer is (D) mountain.,mountain,{'(D)': 185}
3545,mountain,seg_train/seg_train/mountain/1755.jpg," The image shows a lake in a valley. The sky is cloudy and the water is calm. The main object in the image is the lake. There are also mountains in the background.
(E)",sea,{'(E)': 164}
3546,mountain,seg_train/seg_train/mountain/12747.jpg," The image shows a beautiful landscape with a mountain in the background. The sky is a vibrant shade of pink, and the mountain is covered in lush greenery. There is a field of grass in the foreground, and a few trees dot the landscape. The main object in the image is the mountain. (D)",mountain,{'(D)': 282}
3547,mountain,seg_train/seg_train/mountain/15636.jpg," The image shows a mountain range. The main object in the image is a mountain.
(D)",mountain,{'(D)': 79}
3548,mountain,seg_train/seg_train/mountain/17043.jpg, This is a photo of a lake and mountains in the background. The water is very calm and still. The sky is blue and there are some clouds. The mountains are covered in snow. The main object in the image is (D) mountain.,mountain,{'(D)': 204}
3549,mountain,seg_train/seg_train/mountain/19449.jpg," This is a landscape image. The main object in the image is a mountain. The image also contains a river and some trees.
(D)",mountain,{'(D)': 120}
3550,mountain,seg_train/seg_train/mountain/254.jpg, This is a photo of a mountain range. The mountains are covered in snow. The sky is cloudy. The main object in the image is a mountain. Answer: (D),mountain,{'(D)': 144}
3551,mountain,seg_train/seg_train/mountain/6263.jpg, This is a landscape image. There are green hills and mountains in the distance. There is a lake in the middle of the valley. There are some houses near the lake. The main object in the image is (D) mountain.,mountain,{'(D)': 195}
3552,mountain,seg_train/seg_train/mountain/574.jpg, (D) There is a mountain and a city.,mountain,{'(D)': 1}
3553,mountain,seg_train/seg_train/mountain/1919.jpg, This is a landscape image. There is a mountain covered with greenery. There is a fjord in front of the mountain. There are some houses on the shore of the fjord. The sky is cloudy. The main object in the image is (D) mountain.,mountain,{'(D)': 214}
3554,mountain,seg_train/seg_train/mountain/12801.jpg," The image shows a snow-capped mountain in the distance with a lake in front of it. There are some trees on the shore of the lake and the sky is blue with some clouds in the background. The main object in the image is a mountain, so the answer is (D).",mountain,{'(D)': 247}
3555,mountain,seg_train/seg_train/mountain/10837.jpg," The image shows a large body of water, with a mountainous island in the distance. The water is a deep blue color, and the sky is a light blue color. The island is covered in snow. There are some clouds in the sky. The main object in the image is the sea. Answer: (E)",sea,{'(E)': 264}
3556,mountain,seg_train/seg_train/mountain/8009.jpg, The image shows a mountain landscape. There are snow-capped mountains in the distance and a valley in the foreground. The valley is filled with lush green trees. There is a river running through the valley. The sky is blue and there are some clouds in the sky. The main object in the image is the mountain. (D),mountain,{'(D)': 308}
3557,mountain,seg_train/seg_train/mountain/3568.jpg," The image shows a large mountain in the distance with a lake in front of it. The mountain is covered in snow and the lake is surrounded by trees. The sky is blue and there are some clouds in the sky. The main object in the image is a mountain, so the answer is (D).",mountain,{'(D)': 262}
3558,mountain,seg_train/seg_train/mountain/8607.jpg, The image is in black and white. It is a bit blurry. It is a photo of a mountain. There is a city at the foot of the mountain. There is a sea next to the city. The main object in the image is a mountain. So the answer is (D).,mountain,{'(D)': 222}
3559,mountain,seg_train/seg_train/mountain/19529.jpg," The image shows a mountain range in the distance with a large hill in the foreground. The sky is blue and there are some clouds. The main object in the image is a mountain.
(D)",mountain,{'(D)': 174}
3560,mountain,seg_train/seg_train/mountain/5532.jpg, The image shows a town in a valley. The town is surrounded by mountains and forests. The main object in the image is the town. (A),buildings,{'(A)': 128}
3561,mountain,seg_train/seg_train/mountain/16037.jpg, The image shows a mountain range in the distance with a large field in the foreground. The sky is blue and there are some clouds. The main object in the image is (D) mountain.,mountain,{'(D)': 163}
3562,mountain,seg_train/seg_train/mountain/17242.jpg," This is a picture of a mountain covered with rocks and debris. There are some ruins of a building in the foreground. The mountain is the main object in the image.
(D)",mountain,{'(D)': 164}
3563,mountain,seg_train/seg_train/mountain/19303.jpg, The image shows a mountain lake in a valley. The lake is surrounded by snow-capped mountains and the sky is cloudy. There are some rocks and boulders on the shore of the lake. The main object in the image is the lake. (D),mountain,{'(D)': 219}
3564,mountain,seg_train/seg_train/mountain/5692.jpg," The image shows a mountain range. The main object in the image is a mountain.
(D)",mountain,{'(D)': 79}
3565,mountain,seg_train/seg_train/mountain/6254.jpg, The image shows a mountain landscape. There are mountains in the background and a valley in the foreground. The valley is covered in trees and grass. The main object in the image is the mountain. (D),mountain,{'(D)': 197}
3566,mountain,seg_train/seg_train/mountain/3087.jpg, The image shows a snow-capped mountain in the distance with a large green mountain in front of it. There are green trees on the mountain. The sky is blue and clear. The main object in the image is a (D) mountain.,mountain,{'(D)': 200}
3567,mountain,seg_train/seg_train/mountain/5244.jpg, The image shows a person hiking on a mountain trail. The main object in the image is a mountain. (D),mountain,{'(D)': 98}
3568,mountain,seg_train/seg_train/mountain/16257.jpg," The image shows a snow-capped mountain peak in the distance with a large mountain range behind it. The sky is blue and there are some clouds. The main object in the image is a mountain.
(D)",mountain,{'(D)': 187}
3569,mountain,seg_train/seg_train/mountain/5697.jpg, There is a snow-capped mountain in the distance with dark clouds overhead. There is a large expanse of grass and heather moorland in the foreground. (D),mountain,{'(D)': 150}
3570,mountain,seg_train/seg_train/mountain/14140.jpg," The image shows a large mountain covered with dark rocks. The sky is blue and there are some clouds in the sky. The main object in the image is a mountain.
(D)",mountain,{'(D)': 157}
3571,mountain,seg_train/seg_train/mountain/15473.jpg, The image shows a rural road with two motorbikes on it. The road is unpaved and surrounded by trees and mountains. The main object in the image is (F) street.,street,{'(F)': 148}
3572,mountain,seg_train/seg_train/mountain/17972.jpg," The image shows a mountain. The main object in the image is a mountain.
(D)",mountain,{'(D)': 73}
3573,mountain,seg_train/seg_train/mountain/12118.jpg," The image is in black and white. It is a close-up of a snow-capped mountain. The mountain is in the center of the image and is surrounded by clouds. The clouds are swirling around the mountain and creating a sense of mystery and drama. The mountain is very tall and steep, and it looks like it would be very difficult to climb. The image is very beautiful and it captures the power and beauty of nature. (D)",mountain,{'(D)': 405}
3574,mountain,seg_train/seg_train/mountain/3890.jpg, The image shows a road in front with mountains in the background. The main object in the image is (F) street.,street,{'(F)': 99}
3575,mountain,seg_train/seg_train/mountain/11282.jpg, This is a mountain range. The main object in the image is (D) mountain.,mountain,{'(D)': 59}
3576,mountain,seg_train/seg_train/mountain/10566.jpg," This is an image of a mountain range. The mountains are covered in snow. There are some trees in the foreground. The sky is blue. The main object in the image is a mountain.
(D)",mountain,{'(D)': 175}
3577,mountain,seg_train/seg_train/mountain/6467.jpg," This is a photo of a mountain. There is a snow-capped mountain in the distance. The foreground is a large, flat plain. There are some puddles of water on the plain. The sky is cloudy. (D)",mountain,{'(D)': 185}
3578,mountain,seg_train/seg_train/mountain/15872.jpg, The image shows a mountain range. The main object in the image is (D) mountain.,mountain,{'(D)': 67}
3579,mountain,seg_train/seg_train/mountain/10623.jpg," There are two people on a rocky mountain slope. They are wearing warm clothes and backpacks. In the background, there is a snow-capped mountain peak. The main object in the image is (D) mountain.",mountain,{'(D)': 183}
3580,mountain,seg_train/seg_train/mountain/18385.jpg," The image shows Cradle Mountain in Tasmania, Australia. The main object in the image is a mountain.
(D)",mountain,{'(D)': 101}
3581,mountain,seg_train/seg_train/mountain/17226.jpg," The image shows a snow-capped mountain peak. The sky is orange and the clouds are gray. The mountain is the main object in the image.
(D)",mountain,{'(D)': 135}
3582,mountain,seg_train/seg_train/mountain/14840.jpg, The image shows a mountain landscape. The main object in the image is a mountain range. The mountains are covered in snow and ice. The sky is cloudy and there is a rainbow in the distance. There are some trees in the foreground. The image is taken from a high angle. (D),mountain,{'(D)': 268}
3583,mountain,seg_train/seg_train/mountain/11871.jpg, The image shows a mountain village in the distance with trees in the foreground. The main object in the image is (D) mountain.,mountain,{'(D)': 114}
3584,mountain,seg_train/seg_train/mountain/1907.jpg," The image shows a mountain range in the distance with clouds and trees in the foreground. The main object in the image is a mountain.
(D)",mountain,{'(D)': 135}
3585,mountain,seg_train/seg_train/mountain/8195.jpg," The image shows a person hiking on a mountain. The main object in the image is a mountain.
(D)",mountain,{'(D)': 92}
3586,mountain,seg_train/seg_train/mountain/15470.jpg," This is a landscape image. There is a pile of cut woods in the front. Behind the pile of woods, there are mountains and a forest. The sky is blue and there are some clouds in the sky. The main object in the image is '(D) mountain'.",mountain,{'(D)': 218}
3587,mountain,seg_train/seg_train/mountain/15696.jpg, The image shows a mountain range. There are some clouds in the sky. The mountains are covered with trees and shrubs. There is a valley between the mountains. There is a village in the valley. (D),mountain,{'(D)': 193}
3588,mountain,seg_train/seg_train/mountain/17705.jpg, The image shows a mountain landscape with a river in the foreground. The mountains are covered in snow and the river is surrounded by trees. The main object in the image is the mountain. (D),mountain,{'(D)': 188}
3589,mountain,seg_train/seg_train/mountain/15740.jpg," The image shows a beautiful mountain landscape with a lake in the foreground. The mountains are covered in snow. The sky is blue and there are some clouds. The main object in the image is the mountain.
(D)",mountain,{'(D)': 203}
3590,mountain,seg_train/seg_train/mountain/5252.jpg," The image shows a vast desert landscape with rocky mountains in the background. There are no buildings, forests, glaciers, seas, or streets in the image. Therefore, the main object in the image is (D) mountain.",mountain,{'(D)': 198}
3591,mountain,seg_train/seg_train/mountain/5357.jpg," The image shows a mountain valley. The main object in the image is a mountain. The image also shows a forest, a glacier, and a river.
(D)",mountain,{'(D)': 135}
3592,mountain,seg_train/seg_train/mountain/1903.jpg, The image shows a lake and some mountains in the background. The main object in the image is (D) mountain.,mountain,{'(D)': 94}
3593,mountain,seg_train/seg_train/mountain/17588.jpg," The image shows a mountain. There are some trees in front of the mountain. The sky is blue and clear. The main object in the image is a mountain.
(D)",mountain,{'(D)': 147}
3594,mountain,seg_train/seg_train/mountain/13324.jpg," The image shows a mountain. There is a mountain goat standing on the rock in front of the mountain. The mountain is very tall and steep. The sky is blue and there are some clouds in the sky. The main object in the image is a mountain, so the answer is (D) mountain.",mountain,{'(D)': 253}
3595,mountain,seg_train/seg_train/mountain/5561.jpg, The image shows a snow-capped mountain in the distance with a large brown field in the foreground. (D),mountain,{'(D)': 100}
3596,mountain,seg_train/seg_train/mountain/7026.jpg," The image shows a mountain range. The main object in the image is a mountain.
(D)",mountain,{'(D)': 79}
3597,mountain,seg_train/seg_train/mountain/8356.jpg," The image shows a mountain range. The mountains are covered in snow and ice. The sky is blue and there are some clouds. The main object in the image is a mountain range.
(D)",mountain,{'(D)': 171}
3598,mountain,seg_train/seg_train/mountain/15977.jpg, This is a landscape image. The main objects in the image are mountains and a road. So the answer is (D) and (F).,mountain,"{'(D)': 101, '(F)': 109}"
3599,mountain,seg_train/seg_train/mountain/11956.jpg, The image shows a mountain valley with a lake and a road. The main object in the image is (D) mountain.,mountain,{'(D)': 91}
3600,mountain,seg_train/seg_train/mountain/2386.jpg, The image shows a mountain range. The mountains are covered in trees. There is a lake in the valley between the mountains. The sky is blue and there are some clouds. The main object in the image is (D) mountain.,mountain,{'(D)': 199}
3601,mountain,seg_train/seg_train/mountain/9186.jpg," The image shows a snow-capped mountain in the distance with trees in the foreground. The main object in the image is a mountain.
(D)",mountain,{'(D)': 130}
3602,mountain,seg_train/seg_train/mountain/8670.jpg, The image shows a mountain. There are some trees in the front. The mountain is covered with snow. The sky is blue and clear. (D),mountain,{'(D)': 126}
3603,mountain,seg_train/seg_train/mountain/17882.jpg," The image shows a snow-capped mountain in the distance with a town in the foreground. The main object in the image is a mountain, therefore the answer is (D).",mountain,{'(D)': 155}
3604,mountain,seg_train/seg_train/mountain/3742.jpg, The image shows a mountain range. The mountains are in the background and are covered in trees. The foreground of the image is a forest. The sky is blue and there are some clouds. The main object in the image is (D) mountain.,mountain,{'(D)': 213}
3605,mountain,seg_train/seg_train/mountain/14230.jpg, There is a winding road in a valley between two mountains. The sky is cloudy and the weather is gloomy. (D),mountain,{'(D)': 105}
3606,mountain,seg_train/seg_train/mountain/7819.jpg," The image shows a mountain range in the distance with a valley and a forest in the foreground.
(D)",mountain,{'(D)': 96}
3607,mountain,seg_train/seg_train/mountain/12906.jpg, There is a mountain range in the background and some palm trees in the foreground. There are also some buildings and cars on the road. The main object in the image is (D) mountain.,mountain,{'(D)': 168}
3608,mountain,seg_train/seg_train/mountain/18615.jpg, The image shows a mountain and a lake. There are some farmlands on the lakeside. The main object in the image is a mountain. Answer: (D),mountain,{'(D)': 134}
3609,mountain,seg_train/seg_train/mountain/2181.jpg," This is an image of an outdoor swimming pool. There are mountains in the background and a forest to the left. There is a street to the right. The main object in the image is a swimming pool, which is category (F).",street,{'(F)': 210}
3610,mountain,seg_train/seg_train/mountain/3224.jpg," The image shows a waterfall in a forest. The waterfall is cascading down a rocky cliff, and the forest is made up of coniferous trees. In the background, there is a snow-capped mountain. The main object in the image is (D) mountain.",mountain,{'(D)': 220}
3611,mountain,seg_train/seg_train/mountain/19114.jpg," There is a market. There are some mountains in the background.
(D)",mountain,{'(D)': 64}
3612,mountain,seg_train/seg_train/mountain/8615.jpg," The image shows a mountain valley with a lake in the middle. The mountains are covered with grass and heather, and the lake is surrounded by a strip of beach. The sky is cloudy and the sun is not shining. The main object in the image is the lake. (E)",sea,{'(E)': 248}
3613,mountain,seg_train/seg_train/mountain/2919.jpg," The image shows a mountain landscape. There is a large snow-capped mountain in the distance, and a valley in the foreground. The sky is a clear blue, and the sun is shining brightly. The main object in the image is the mountain. (D)",mountain,{'(D)': 230}
3614,mountain,seg_train/seg_train/mountain/13829.jpg," The image shows a large snow-capped mountain in the distance with a few trees in front of it and clouds overhead. The main object in the image is a mountain, so the answer is (D).",mountain,{'(D)': 176}
3615,mountain,seg_train/seg_train/mountain/16831.jpg, The image shows a mountain range. The main object in the image is (D) mountain.,mountain,{'(D)': 67}
3616,mountain,seg_train/seg_train/mountain/4927.jpg," The image shows a rocky mountain top. There are large boulders and rocks on the mountain top. The sky is clear and blue. There are mountains in the background. The main object in the image is a mountain, so the answer is (D).",mountain,{'(D)': 222}
3617,mountain,seg_train/seg_train/mountain/5722.jpg, The image shows a snow-capped mountain in the distance with a wooden fence in the foreground. The sky is blue and there are some bushes and trees near the fence. (D),mountain,{'(D)': 163}
3618,mountain,seg_train/seg_train/mountain/6268.jpg," The image shows a snow-capped mountain. The main object in the image is a mountain.
(D)",mountain,{'(D)': 85}
3619,mountain,seg_train/seg_train/mountain/13177.jpg," The image shows a mountain in the distance, with a large body of water in front of it. There are trees along the shore of the water, and the sky is cloudy. The main object in the image is a mountain.
(D)",mountain,{'(D)': 201}
3620,mountain,seg_train/seg_train/mountain/1389.jpg," The image shows a mountain range in the distance with a lake or river in front of it. The sky is cloudy and the water is calm. There are no buildings, forests, glaciers, or streets in the image. (D)",mountain,{'(D)': 196}
3621,mountain,seg_train/seg_train/mountain/18256.jpg," This is a landscape image. There are mountains and forests in the image. The main objects in the image are mountains and forests.
(D)(B)",mountain,"{'(B)': 134, '(D)': 131}"
3622,mountain,seg_train/seg_train/mountain/16236.jpg," There is a mountain range in the distance with some vegetation, possibly trees, in front of it. The sky is cloudy. (D)",mountain,{'(D)': 116}
3623,mountain,seg_train/seg_train/mountain/14927.jpg," The image shows a mountain covered with snow. The main object in the image is a mountain.
(D)",mountain,{'(D)': 91}
3624,mountain,seg_train/seg_train/mountain/2197.jpg," The image shows a mountain range. The mountains are covered in snow. There are clouds in the sky. The main object in the image is a mountain range.
(D)",mountain,{'(D)': 149}
3625,mountain,seg_train/seg_train/mountain/17663.jpg," The image shows a mountain range. The mountains are green and there is a valley in between them. The sky is blue and there are some clouds in the sky. The main object in the image is a mountain.
(D)",mountain,{'(D)': 196}
3626,mountain,seg_train/seg_train/mountain/12640.jpg, This is a picture of a mountain covered with snow. The sky is blue and the sun is shining. There are some clouds in the sky. The mountain is surrounded by trees. There is a glacier on the mountain. (D),mountain,{'(D)': 199}
3627,mountain,seg_train/seg_train/mountain/1809.jpg," The image shows a mountain landscape with a lake in the foreground and snow-capped mountains in the background. The main object in the image is a mountain range.
(D)",mountain,{'(D)': 163}
3628,mountain,seg_train/seg_train/mountain/4362.jpg, This is a landscape image. There are some hills and mountains in the distance. The main object in the image is '(D) mountain'.,mountain,{'(D)': 113}
3629,mountain,seg_train/seg_train/mountain/15371.jpg, The image shows a mountain covered with snow. The mountain is surrounded by trees. The leaves of the trees have turned yellow and orange. There is a blue sky with white clouds behind the mountain. The main object in the image is (D) mountain.,mountain,{'(D)': 230}
3630,mountain,seg_train/seg_train/mountain/10107.jpg," This is a photo of a mountain. The main object in the image is a mountain range. The mountains are covered in snow and ice. The sky is blue and the sun is shining. The water in the lake is a beautiful blue color. There are some trees in the foreground of the photo. The photo is taken from a high angle, which gives the viewer a good perspective of the mountains and the lake. (D)",mountain,{'(D)': 378}
3631,mountain,seg_train/seg_train/mountain/10460.jpg, This is a landscape image. The main objects in the image are mountains and forests. So the answer is (D) and (B).,mountain,"{'(B)': 110, '(D)': 102}"
3632,mountain,seg_train/seg_train/mountain/16168.jpg," The image shows a mountain range in the distance, with a large glacier in the foreground. There are some trees in the foreground, and the ground is covered in snow. The main object in the image is the glacier. (C)",glacier,{'(C)': 211}
3633,mountain,seg_train/seg_train/mountain/5436.jpg, The image shows a man standing on a mountaintop watching the sunset. The main object in the image is (D) mountain.,mountain,{'(D)': 102}
3634,mountain,seg_train/seg_train/mountain/19041.jpg," The image shows a mountain range in the distance with a hazy sky. The main object in the image is a mountain range.
(D)",mountain,{'(D)': 117}
3635,mountain,seg_train/seg_train/mountain/15376.jpg," The image shows a rocky hilltop with some grass and moss. There are also some clouds in the sky. The main object in the image is a mountain.
(D)",mountain,{'(D)': 142}
3636,mountain,seg_train/seg_train/mountain/12769.jpg," The image shows a mountain range in the distance, with a body of water, a forest, and some buildings in the foreground. The main object in the image is the mountain range.
(D)",mountain,{'(D)': 173}
3637,mountain,seg_train/seg_train/mountain/9728.jpg, The image shows a mountain range. The mountains are covered in green vegetation. The sky is hazy. The main object in the image is a mountain. Answer: (D),mountain,{'(D)': 151}
3638,mountain,seg_train/seg_train/mountain/15017.jpg, The image shows a valley in the mountains. The main objects in the image are (D) mountains and (B) forests.,mountain,"{'(B)': 96, '(D)': 78}"
3639,mountain,seg_train/seg_train/mountain/11528.jpg," This is a beautiful landscape image. There are snow-capped mountains in the distance, a forest in the middle, and a blue sky with white clouds overhead. The main object in the image is (D) mountain.",mountain,{'(D)': 186}
3640,mountain,seg_train/seg_train/mountain/10811.jpg, The image is in black and white. It is a landscape image. There are mountains in the background. The mountains are covered with trees. There is a valley in the foreground. The valley is filled with fog. The main object in the image is the mountain. (D),mountain,{'(D)': 250}
3641,mountain,seg_train/seg_train/mountain/1140.jpg, (D) This is a mountain range. The main object in the image is a mountain.,mountain,{'(D)': 1}
3642,mountain,seg_train/seg_train/mountain/18740.jpg," The image shows a mountain range. The main object in the image is a mountain.
(D)",mountain,{'(D)': 79}
3643,mountain,seg_train/seg_train/mountain/4155.jpg," This is an image of a rocky mountain peak. The mountain is covered in a variety of vegetation, including trees, shrubs, and grasses. The sky is clear and there are no visible clouds. The mountain is the main object in the image.
(D)",mountain,{'(D)': 230}
