,label,image,description
4096,mountain,seg_train/seg_train/mountain/7049.jpg, A man is walking on a mountain. There are mountains in the background. (D)
4097,mountain,seg_train/seg_train/mountain/6914.jpg,
4098,mountain,seg_train/seg_train/mountain/16359.jpg,
4099,mountain,seg_train/seg_train/mountain/3150.jpg,
4100,mountain,seg_train/seg_train/mountain/9835.jpg,
4101,mountain,seg_train/seg_train/mountain/16674.jpg,
4102,mountain,seg_train/seg_train/mountain/18569.jpg,
4103,mountain,seg_train/seg_train/mountain/2433.jpg," The image shows a large, dark mountain in the distance with a smaller mountain in front of it. There is a flat desert plain in the foreground, and the sky is cloudy. The main object in the image is a mountain, so the answer is '(D)'."
4104,mountain,seg_train/seg_train/mountain/13959.jpg," The image shows a snow-capped mountain. The mountain is the main object in the image.
(D)"
4105,mountain,seg_train/seg_train/mountain/4624.jpg," The image shows a rocky mountain landscape with a valley in the foreground and a range of mountains in the background. The main object in the image is a mountain range.
(D)"
4106,mountain,seg_train/seg_train/mountain/4602.jpg," The image shows a mountain range. The mountains are covered in snow and ice. The sky is blue and there are some clouds. The main object in the image is a mountain range.
(D)"
4107,mountain,seg_train/seg_train/mountain/12311.jpg, The image shows a mountain covered with green vegetation. There is a long bridge on the mountain. The sky is cloudy. The main object in the image is a mountain. Answer: (D)
4108,mountain,seg_train/seg_train/mountain/14940.jpg," The image shows a mountain range from above the clouds. The mountains are covered in snow and ice. The sky is blue and the sun is shining. The main object in the image is a mountain range.
(D)"
4109,mountain,seg_train/seg_train/mountain/12433.jpg, The image shows a mountain range in the distance with a forest in the foreground. (D)
4110,mountain,seg_train/seg_train/mountain/13030.jpg, This is a landscape image. There is a mountain range in the distance. The sky is blue and there are some clouds. The main object in the image is (D) mountain.
4111,mountain,seg_train/seg_train/mountain/13731.jpg, (D) This is a mountain covered with snow. There is a rainbow in the sky. There is a small village at the foot of the mountain.
4112,mountain,seg_train/seg_train/mountain/8684.jpg, The image shows a body of water surrounded by rocks and mountains in the background. The main object in the image is (E) sea.
4113,mountain,seg_train/seg_train/mountain/8420.jpg," The image shows a large, dark mountain in the distance with a vast desert in the foreground. (D)"
4114,mountain,seg_train/seg_train/mountain/9907.jpg, The image shows a mountain climber on a sharp summit of a mountain. There are mountains in the background. The main object in the image is (D) mountain.
4115,mountain,seg_train/seg_train/mountain/9285.jpg,
4116,mountain,seg_train/seg_train/mountain/9560.jpg,
4117,mountain,seg_train/seg_train/mountain/12472.jpg,
4118,mountain,seg_train/seg_train/mountain/15771.jpg,
4119,mountain,seg_train/seg_train/mountain/1087.jpg, The image shows a beautiful mountain landscape with a blue sky and white clouds. The main object in the image is the mountain range in the background. The image also contains some trees and clouds. The answer is (D).
4120,mountain,seg_train/seg_train/mountain/11672.jpg,
4121,mountain,seg_train/seg_train/mountain/16991.jpg,
4122,mountain,seg_train/seg_train/mountain/2147.jpg,
4123,mountain,seg_train/seg_train/mountain/11779.jpg,
4124,mountain,seg_train/seg_train/mountain/8773.jpg,
4125,mountain,seg_train/seg_train/mountain/234.jpg,
4126,mountain,seg_train/seg_train/mountain/402.jpg,
4127,mountain,seg_train/seg_train/mountain/10380.jpg,
4128,mountain,seg_train/seg_train/mountain/19468.jpg,
4129,mountain,seg_train/seg_train/mountain/3527.jpg,
4130,mountain,seg_train/seg_train/mountain/15702.jpg,
4131,mountain,seg_train/seg_train/mountain/17335.jpg,
4132,mountain,seg_train/seg_train/mountain/18273.jpg,
4133,mountain,seg_train/seg_train/mountain/4497.jpg,
4134,mountain,seg_train/seg_train/mountain/11940.jpg,
4135,mountain,seg_train/seg_train/mountain/6548.jpg,
4136,mountain,seg_train/seg_train/mountain/14403.jpg," The image shows a mountain range. The mountains are covered in snow and clouds. The sky is blue and the sun is shining. The main object in the image is a mountain.
(D)"
4137,mountain,seg_train/seg_train/mountain/19956.jpg,
4138,mountain,seg_train/seg_train/mountain/13393.jpg,
4139,mountain,seg_train/seg_train/mountain/8377.jpg,
4140,mountain,seg_train/seg_train/mountain/18796.jpg,
4141,mountain,seg_train/seg_train/mountain/6915.jpg,
4142,mountain,seg_train/seg_train/mountain/7787.jpg,
4143,mountain,seg_train/seg_train/mountain/15287.jpg,
4144,mountain,seg_train/seg_train/mountain/5963.jpg,
4145,mountain,seg_train/seg_train/mountain/5536.jpg,
4146,mountain,seg_train/seg_train/mountain/15316.jpg,
4147,mountain,seg_train/seg_train/mountain/519.jpg,
4148,mountain,seg_train/seg_train/mountain/9643.jpg,
4149,mountain,seg_train/seg_train/mountain/9050.jpg,
4150,mountain,seg_train/seg_train/mountain/16809.jpg," The image shows a mountain range. The mountains are covered in snow and ice. The sky is blue and there are some clouds. The main object in the image is a mountain.
(D)"
4151,mountain,seg_train/seg_train/mountain/12522.jpg,
4152,mountain,seg_train/seg_train/mountain/19691.jpg,
4153,mountain,seg_train/seg_train/mountain/5513.jpg, The image is of a mountain range. The mountains are in the background and are covered in snow. The sky is blue and there are some clouds in the sky. The main object in the image is the mountain range. (D)
4154,mountain,seg_train/seg_train/mountain/5017.jpg, The image shows a snow-capped mountain peak in the foreground with a forest on the slopes and a valley in the background. The sky is cloudy and there is a hint of sunlight breaking through the clouds. The main object in the image is a mountain. Answer: (D)
4155,mountain,seg_train/seg_train/mountain/14824.jpg,
4156,mountain,seg_train/seg_train/mountain/19499.jpg,
4157,mountain,seg_train/seg_train/mountain/13658.jpg,
4158,mountain,seg_train/seg_train/mountain/2630.jpg,
4159,mountain,seg_train/seg_train/mountain/17690.jpg,
4160,mountain,seg_train/seg_train/mountain/14118.jpg,
4161,mountain,seg_train/seg_train/mountain/10398.jpg,
4162,mountain,seg_train/seg_train/mountain/3280.jpg,
4163,mountain,seg_train/seg_train/mountain/7289.jpg,
4164,mountain,seg_train/seg_train/mountain/10609.jpg,
4165,mountain,seg_train/seg_train/mountain/16659.jpg,
4166,mountain,seg_train/seg_train/mountain/16097.jpg,
4167,mountain,seg_train/seg_train/mountain/821.jpg,
4168,mountain,seg_train/seg_train/mountain/5828.jpg,
4169,mountain,seg_train/seg_train/mountain/12798.jpg,
4170,mountain,seg_train/seg_train/mountain/1646.jpg,
4171,mountain,seg_train/seg_train/mountain/15770.jpg,
4172,mountain,seg_train/seg_train/mountain/3860.jpg,
4173,mountain,seg_train/seg_train/mountain/7865.jpg,
4174,mountain,seg_train/seg_train/mountain/19813.jpg,
4175,mountain,seg_train/seg_train/mountain/8404.jpg,
4176,mountain,seg_train/seg_train/mountain/14024.jpg,
4177,mountain,seg_train/seg_train/mountain/4941.jpg,
4178,mountain,seg_train/seg_train/mountain/17466.jpg,
4179,mountain,seg_train/seg_train/mountain/3806.jpg,
4180,mountain,seg_train/seg_train/mountain/3701.jpg,
4182,mountain,seg_train/seg_train/mountain/2168.jpg,
4183,mountain,seg_train/seg_train/mountain/15029.jpg,
4184,mountain,seg_train/seg_train/mountain/16409.jpg,
4185,mountain,seg_train/seg_train/mountain/15056.jpg,
4186,mountain,seg_train/seg_train/mountain/16798.jpg,
4187,mountain,seg_train/seg_train/mountain/11762.jpg,
4188,mountain,seg_train/seg_train/mountain/16225.jpg,
4189,mountain,seg_train/seg_train/mountain/17260.jpg,
4190,mountain,seg_train/seg_train/mountain/11215.jpg,
4191,mountain,seg_train/seg_train/mountain/6406.jpg,
4192,mountain,seg_train/seg_train/mountain/9861.jpg,
4193,mountain,seg_train/seg_train/mountain/7581.jpg,
4194,mountain,seg_train/seg_train/mountain/16358.jpg,
4195,mountain,seg_train/seg_train/mountain/5779.jpg,
4196,mountain,seg_train/seg_train/mountain/8932.jpg,
4197,mountain,seg_train/seg_train/mountain/4009.jpg,
4198,mountain,seg_train/seg_train/mountain/8961.jpg,
4199,mountain,seg_train/seg_train/mountain/16041.jpg,
4200,mountain,seg_train/seg_train/mountain/19007.jpg,
4201,mountain,seg_train/seg_train/mountain/9358.jpg,
4202,mountain,seg_train/seg_train/mountain/12600.jpg,
4203,mountain,seg_train/seg_train/mountain/11669.jpg,
4204,mountain,seg_train/seg_train/mountain/15430.jpg,
4205,mountain,seg_train/seg_train/mountain/1567.jpg,
4206,mountain,seg_train/seg_train/mountain/3024.jpg,
4207,mountain,seg_train/seg_train/mountain/71.jpg,
4208,mountain,seg_train/seg_train/mountain/12627.jpg,
4209,mountain,seg_train/seg_train/mountain/18972.jpg,
4210,mountain,seg_train/seg_train/mountain/11982.jpg,
4211,mountain,seg_train/seg_train/mountain/12344.jpg,
4212,mountain,seg_train/seg_train/mountain/12748.jpg,
4213,mountain,seg_train/seg_train/mountain/11300.jpg,
4214,mountain,seg_train/seg_train/mountain/12117.jpg,
4215,mountain,seg_train/seg_train/mountain/9273.jpg,
4216,mountain,seg_train/seg_train/mountain/10214.jpg,
4217,mountain,seg_train/seg_train/mountain/3125.jpg,
4218,mountain,seg_train/seg_train/mountain/6314.jpg,
4219,mountain,seg_train/seg_train/mountain/7698.jpg,
4220,mountain,seg_train/seg_train/mountain/3712.jpg,
4221,mountain,seg_train/seg_train/mountain/15915.jpg,
4222,mountain,seg_train/seg_train/mountain/13613.jpg,
4223,mountain,seg_train/seg_train/mountain/10977.jpg,
4224,mountain,seg_train/seg_train/mountain/13240.jpg,
4225,mountain,seg_train/seg_train/mountain/19493.jpg,
4226,mountain,seg_train/seg_train/mountain/17622.jpg,
4227,mountain,seg_train/seg_train/mountain/15475.jpg,
4228,mountain,seg_train/seg_train/mountain/19935.jpg,
4229,mountain,seg_train/seg_train/mountain/820.jpg,
4230,mountain,seg_train/seg_train/mountain/18102.jpg,
4231,mountain,seg_train/seg_train/mountain/3748.jpg,
4232,mountain,seg_train/seg_train/mountain/6129.jpg,
4233,mountain,seg_train/seg_train/mountain/5013.jpg,
4234,mountain,seg_train/seg_train/mountain/16081.jpg,
4235,mountain,seg_train/seg_train/mountain/7165.jpg,
4236,mountain,seg_train/seg_train/mountain/17717.jpg,
4237,mountain,seg_train/seg_train/mountain/13611.jpg,
4238,mountain,seg_train/seg_train/mountain/11402.jpg,
4239,mountain,seg_train/seg_train/mountain/12613.jpg,
4240,mountain,seg_train/seg_train/mountain/7061.jpg,
4241,mountain,seg_train/seg_train/mountain/6821.jpg,
4242,mountain,seg_train/seg_train/mountain/1582.jpg,
4243,mountain,seg_train/seg_train/mountain/17712.jpg,
4244,mountain,seg_train/seg_train/mountain/2175.jpg,
4245,mountain,seg_train/seg_train/mountain/12386.jpg,
4246,mountain,seg_train/seg_train/mountain/11750.jpg,
4247,mountain,seg_train/seg_train/mountain/16435.jpg,
4248,mountain,seg_train/seg_train/mountain/6256.jpg,
4249,mountain,seg_train/seg_train/mountain/13173.jpg,
4250,mountain,seg_train/seg_train/mountain/6711.jpg,
4251,mountain,seg_train/seg_train/mountain/827.jpg,
4252,mountain,seg_train/seg_train/mountain/10181.jpg,
4253,mountain,seg_train/seg_train/mountain/6607.jpg,
4254,mountain,seg_train/seg_train/mountain/3662.jpg,
4255,mountain,seg_train/seg_train/mountain/19329.jpg,
4256,mountain,seg_train/seg_train/mountain/17840.jpg,
4257,mountain,seg_train/seg_train/mountain/7144.jpg,
4258,mountain,seg_train/seg_train/mountain/5730.jpg,
4259,mountain,seg_train/seg_train/mountain/7073.jpg,
4260,mountain,seg_train/seg_train/mountain/2609.jpg,
4261,mountain,seg_train/seg_train/mountain/3779.jpg,
4262,mountain,seg_train/seg_train/mountain/13339.jpg,
4263,mountain,seg_train/seg_train/mountain/7268.jpg,
4264,mountain,seg_train/seg_train/mountain/1609.jpg,
4265,mountain,seg_train/seg_train/mountain/7015.jpg,
4266,mountain,seg_train/seg_train/mountain/14175.jpg,
4267,mountain,seg_train/seg_train/mountain/6637.jpg,
4268,mountain,seg_train/seg_train/mountain/10393.jpg,
4269,mountain,seg_train/seg_train/mountain/17809.jpg,
4270,mountain,seg_train/seg_train/mountain/8222.jpg,
4271,mountain,seg_train/seg_train/mountain/15562.jpg,
4272,mountain,seg_train/seg_train/mountain/11842.jpg,
4273,mountain,seg_train/seg_train/mountain/8587.jpg,
4274,mountain,seg_train/seg_train/mountain/16375.jpg,
4275,mountain,seg_train/seg_train/mountain/12549.jpg,
4276,mountain,seg_train/seg_train/mountain/13855.jpg,
4277,mountain,seg_train/seg_train/mountain/11132.jpg,
4278,mountain,seg_train/seg_train/mountain/10324.jpg,
4279,mountain,seg_train/seg_train/mountain/10105.jpg,
4280,mountain,seg_train/seg_train/mountain/11189.jpg,
4281,mountain,seg_train/seg_train/mountain/17860.jpg,
4282,mountain,seg_train/seg_train/mountain/1441.jpg,
4283,mountain,seg_train/seg_train/mountain/9325.jpg,
4284,mountain,seg_train/seg_train/mountain/10783.jpg,
4285,mountain,seg_train/seg_train/mountain/6267.jpg,
4286,mountain,seg_train/seg_train/mountain/15425.jpg,
4287,mountain,seg_train/seg_train/mountain/18489.jpg,
4288,mountain,seg_train/seg_train/mountain/16884.jpg,
4289,mountain,seg_train/seg_train/mountain/4117.jpg,
4290,mountain,seg_train/seg_train/mountain/7551.jpg,
4291,mountain,seg_train/seg_train/mountain/17204.jpg,
4292,mountain,seg_train/seg_train/mountain/15654.jpg,
4293,mountain,seg_train/seg_train/mountain/17916.jpg,
4294,mountain,seg_train/seg_train/mountain/19120.jpg,
4295,mountain,seg_train/seg_train/mountain/9229.jpg,
4296,mountain,seg_train/seg_train/mountain/2293.jpg,
4297,mountain,seg_train/seg_train/mountain/122.jpg,
4298,mountain,seg_train/seg_train/mountain/2929.jpg,
4299,mountain,seg_train/seg_train/mountain/12353.jpg,
4300,mountain,seg_train/seg_train/mountain/1287.jpg,
4301,mountain,seg_train/seg_train/mountain/6083.jpg,
4302,mountain,seg_train/seg_train/mountain/12848.jpg,
4303,mountain,seg_train/seg_train/mountain/12639.jpg,
4304,mountain,seg_train/seg_train/mountain/6709.jpg,
4305,mountain,seg_train/seg_train/mountain/10850.jpg,
4306,mountain,seg_train/seg_train/mountain/3593.jpg,
4307,mountain,seg_train/seg_train/mountain/11125.jpg,
4308,mountain,seg_train/seg_train/mountain/4263.jpg,
4309,mountain,seg_train/seg_train/mountain/15568.jpg,
4310,mountain,seg_train/seg_train/mountain/2984.jpg,
4311,mountain,seg_train/seg_train/mountain/17747.jpg,
4312,mountain,seg_train/seg_train/mountain/11554.jpg,
4313,mountain,seg_train/seg_train/mountain/5306.jpg,
4314,mountain,seg_train/seg_train/mountain/15978.jpg,
4315,mountain,seg_train/seg_train/mountain/10067.jpg,
4316,mountain,seg_train/seg_train/mountain/10000.jpg,
4317,mountain,seg_train/seg_train/mountain/3423.jpg,
4318,mountain,seg_train/seg_train/mountain/10462.jpg,
4319,mountain,seg_train/seg_train/mountain/5414.jpg,
4320,mountain,seg_train/seg_train/mountain/16673.jpg,
4321,mountain,seg_train/seg_train/mountain/17744.jpg,
4322,mountain,seg_train/seg_train/mountain/10449.jpg,
4323,mountain,seg_train/seg_train/mountain/17511.jpg,
4324,mountain,seg_train/seg_train/mountain/12066.jpg,
4325,mountain,seg_train/seg_train/mountain/12912.jpg,
4326,mountain,seg_train/seg_train/mountain/15970.jpg,
4327,mountain,seg_train/seg_train/mountain/10815.jpg,
4328,mountain,seg_train/seg_train/mountain/1238.jpg,
4329,mountain,seg_train/seg_train/mountain/3872.jpg,
4330,mountain,seg_train/seg_train/mountain/1228.jpg,
4331,mountain,seg_train/seg_train/mountain/12164.jpg,
4332,mountain,seg_train/seg_train/mountain/12795.jpg,
4333,mountain,seg_train/seg_train/mountain/16402.jpg,
4334,mountain,seg_train/seg_train/mountain/6852.jpg,
4335,mountain,seg_train/seg_train/mountain/9869.jpg,
4336,mountain,seg_train/seg_train/mountain/6445.jpg,
4337,mountain,seg_train/seg_train/mountain/8266.jpg,
4338,mountain,seg_train/seg_train/mountain/14039.jpg,
4339,mountain,seg_train/seg_train/mountain/1133.jpg,
4340,mountain,seg_train/seg_train/mountain/6000.jpg,
4341,mountain,seg_train/seg_train/mountain/11069.jpg,
4342,mountain,seg_train/seg_train/mountain/10821.jpg,
4343,mountain,seg_train/seg_train/mountain/9553.jpg,
4344,mountain,seg_train/seg_train/mountain/2241.jpg,
4345,mountain,seg_train/seg_train/mountain/17504.jpg,
4346,mountain,seg_train/seg_train/mountain/18654.jpg,
4347,mountain,seg_train/seg_train/mountain/6495.jpg,
4348,mountain,seg_train/seg_train/mountain/4148.jpg,
4349,mountain,seg_train/seg_train/mountain/10418.jpg,
4350,mountain,seg_train/seg_train/mountain/14764.jpg,
4351,mountain,seg_train/seg_train/mountain/4456.jpg,
4352,mountain,seg_train/seg_train/mountain/7565.jpg,
4353,mountain,seg_train/seg_train/mountain/5627.jpg,
4354,mountain,seg_train/seg_train/mountain/16128.jpg,
4355,mountain,seg_train/seg_train/mountain/6330.jpg,
4356,mountain,seg_train/seg_train/mountain/18840.jpg,
4357,mountain,seg_train/seg_train/mountain/5172.jpg,
4358,mountain,seg_train/seg_train/mountain/3650.jpg,
4359,mountain,seg_train/seg_train/mountain/12815.jpg,
4360,mountain,seg_train/seg_train/mountain/14196.jpg,
4361,mountain,seg_train/seg_train/mountain/3293.jpg,
4362,mountain,seg_train/seg_train/mountain/18936.jpg,
4363,mountain,seg_train/seg_train/mountain/17006.jpg,
4364,mountain,seg_train/seg_train/mountain/19354.jpg,
4365,mountain,seg_train/seg_train/mountain/5832.jpg,
4366,mountain,seg_train/seg_train/mountain/11254.jpg,
4367,mountain,seg_train/seg_train/mountain/2416.jpg,
4368,mountain,seg_train/seg_train/mountain/2382.jpg,
4369,mountain,seg_train/seg_train/mountain/10794.jpg,
4370,mountain,seg_train/seg_train/mountain/19487.jpg,
4371,mountain,seg_train/seg_train/mountain/17248.jpg,
4372,mountain,seg_train/seg_train/mountain/6888.jpg,
4373,mountain,seg_train/seg_train/mountain/12222.jpg,
4375,mountain,seg_train/seg_train/mountain/6114.jpg,
4376,mountain,seg_train/seg_train/mountain/956.jpg,
4377,mountain,seg_train/seg_train/mountain/276.jpg,
4378,mountain,seg_train/seg_train/mountain/4522.jpg,
4379,mountain,seg_train/seg_train/mountain/288.jpg,
4380,mountain,seg_train/seg_train/mountain/10518.jpg,
4381,mountain,seg_train/seg_train/mountain/9669.jpg,
4382,mountain,seg_train/seg_train/mountain/18000.jpg,
4383,mountain,seg_train/seg_train/mountain/18930.jpg,
4384,mountain,seg_train/seg_train/mountain/8695.jpg,
4385,mountain,seg_train/seg_train/mountain/2752.jpg,
4386,mountain,seg_train/seg_train/mountain/9801.jpg,
4387,mountain,seg_train/seg_train/mountain/1933.jpg,
4389,mountain,seg_train/seg_train/mountain/10250.jpg,
4390,mountain,seg_train/seg_train/mountain/7020.jpg,
4392,mountain,seg_train/seg_train/mountain/2003.jpg,
4393,mountain,seg_train/seg_train/mountain/6766.jpg,
4394,mountain,seg_train/seg_train/mountain/13559.jpg,
4395,mountain,seg_train/seg_train/mountain/17434.jpg,
4396,mountain,seg_train/seg_train/mountain/8125.jpg,
4397,mountain,seg_train/seg_train/mountain/17621.jpg,
4398,mountain,seg_train/seg_train/mountain/16.jpg,
4399,mountain,seg_train/seg_train/mountain/3606.jpg,
4400,mountain,seg_train/seg_train/mountain/19781.jpg,
4404,mountain,seg_train/seg_train/mountain/5257.jpg,
4405,mountain,seg_train/seg_train/mountain/6034.jpg,
4406,mountain,seg_train/seg_train/mountain/13203.jpg,
4407,mountain,seg_train/seg_train/mountain/2915.jpg,
4409,mountain,seg_train/seg_train/mountain/18078.jpg,
4417,mountain,seg_train/seg_train/mountain/1811.jpg,
4420,mountain,seg_train/seg_train/mountain/7401.jpg,
4421,mountain,seg_train/seg_train/mountain/15554.jpg,
4423,mountain,seg_train/seg_train/mountain/1758.jpg,
4425,mountain,seg_train/seg_train/mountain/11597.jpg,
4427,mountain,seg_train/seg_train/mountain/331.jpg,
4428,mountain,seg_train/seg_train/mountain/8703.jpg,
4429,mountain,seg_train/seg_train/mountain/1608.jpg,
4433,mountain,seg_train/seg_train/mountain/15532.jpg,
4434,mountain,seg_train/seg_train/mountain/2995.jpg,
4435,mountain,seg_train/seg_train/mountain/16582.jpg,
4439,mountain,seg_train/seg_train/mountain/2726.jpg,
4441,mountain,seg_train/seg_train/mountain/9068.jpg,
4442,mountain,seg_train/seg_train/mountain/18826.jpg,
4446,mountain,seg_train/seg_train/mountain/15708.jpg,
4449,mountain,seg_train/seg_train/mountain/675.jpg,
4452,mountain,seg_train/seg_train/mountain/1257.jpg,
4454,mountain,seg_train/seg_train/mountain/6919.jpg,
4455,mountain,seg_train/seg_train/mountain/5542.jpg,
4479,mountain,seg_train/seg_train/mountain/6440.jpg,
4480,mountain,seg_train/seg_train/mountain/3138.jpg,
4482,mountain,seg_train/seg_train/mountain/12829.jpg,
4483,mountain,seg_train/seg_train/mountain/1917.jpg,
4488,mountain,seg_train/seg_train/mountain/6006.jpg,
4489,mountain,seg_train/seg_train/mountain/9029.jpg,
4490,mountain,seg_train/seg_train/mountain/8895.jpg,
4491,mountain,seg_train/seg_train/mountain/10824.jpg,
4492,mountain,seg_train/seg_train/mountain/13962.jpg,
4493,mountain,seg_train/seg_train/mountain/3974.jpg,
4494,mountain,seg_train/seg_train/mountain/18578.jpg,
4495,mountain,seg_train/seg_train/mountain/10323.jpg,
4496,mountain,seg_train/seg_train/mountain/15694.jpg,
4497,mountain,seg_train/seg_train/mountain/8940.jpg,
4498,mountain,seg_train/seg_train/mountain/805.jpg,
4499,mountain,seg_train/seg_train/mountain/10554.jpg,
4500,mountain,seg_train/seg_train/mountain/16506.jpg,
4501,mountain,seg_train/seg_train/mountain/17714.jpg,
4502,mountain,seg_train/seg_train/mountain/13219.jpg,
4503,mountain,seg_train/seg_train/mountain/14111.jpg,
4504,mountain,seg_train/seg_train/mountain/7820.jpg,
4505,mountain,seg_train/seg_train/mountain/14938.jpg,
4506,mountain,seg_train/seg_train/mountain/6994.jpg,
4507,mountain,seg_train/seg_train/mountain/6032.jpg,
4508,mountain,seg_train/seg_train/mountain/8343.jpg,
4509,mountain,seg_train/seg_train/mountain/9533.jpg,
4510,mountain,seg_train/seg_train/mountain/6272.jpg," The image shows a mountain lake in a valley. The sky is blue and there are some clouds. The lake is surrounded by green hills and mountains. The main object in the image is the lake, followed by the mountains. The answer is (D)(E)."
4512,mountain,seg_train/seg_train/mountain/9277.jpg,
4513,mountain,seg_train/seg_train/mountain/7751.jpg,
4514,mountain,seg_train/seg_train/mountain/7448.jpg, The image shows a mountain landscape. The main object in the image is a mountain range. (D)
4516,mountain,seg_train/seg_train/mountain/14192.jpg,
4517,mountain,seg_train/seg_train/mountain/2983.jpg,
4518,mountain,seg_train/seg_train/mountain/16810.jpg,
4519,mountain,seg_train/seg_train/mountain/15354.jpg,
4520,mountain,seg_train/seg_train/mountain/13997.jpg,
4521,mountain,seg_train/seg_train/mountain/4339.jpg,
4525,mountain,seg_train/seg_train/mountain/16863.jpg,
4526,mountain,seg_train/seg_train/mountain/118.jpg," This is an aerial view of a snow-capped mountain range. The sky is clear and blue, and the sun is shining on the snow. The mountains are in the foreground, with a town visible in the distance. There are also some clouds in the sky. The main object in the image is a mountain range. (D)"
4528,mountain,seg_train/seg_train/mountain/5192.jpg,
4530,mountain,seg_train/seg_train/mountain/10454.jpg,
4531,mountain,seg_train/seg_train/mountain/1588.jpg,
4532,mountain,seg_train/seg_train/mountain/3719.jpg,
4533,mountain,seg_train/seg_train/mountain/13094.jpg,
4534,mountain,seg_train/seg_train/mountain/9840.jpg, This is a photo of a mountain. The main object in the image is a mountain. So the answer is (D) mountain.
4535,mountain,seg_train/seg_train/mountain/6827.jpg,
4536,mountain,seg_train/seg_train/mountain/10770.jpg,
4537,mountain,seg_train/seg_train/mountain/9267.jpg,
4538,mountain,seg_train/seg_train/mountain/6600.jpg,
4539,mountain,seg_train/seg_train/mountain/17069.jpg, This is a photo of a road in the mountains. There is a forest on both sides of the road. The mountains are in the distance. The main object in the image is (D) mountain.
4540,mountain,seg_train/seg_train/mountain/11873.jpg,
4543,mountain,seg_train/seg_train/mountain/4387.jpg,
4544,mountain,seg_train/seg_train/mountain/537.jpg, The image shows a mountain stream in a valley. The main object in the image is (D) mountain.
4546,mountain,seg_train/seg_train/mountain/6215.jpg,
4547,mountain,seg_train/seg_train/mountain/1909.jpg,
4550,mountain,seg_train/seg_train/mountain/12701.jpg,
4552,mountain,seg_train/seg_train/mountain/11436.jpg," The image shows a vast snow-covered mountain landscape with a bright sun in the sky. There are some rocks and two trees on the snowy field. In the background, there is a mountain range. The main object in the image is (D) mountain."
4559,mountain,seg_train/seg_train/mountain/19827.jpg,
4568,mountain,seg_train/seg_train/mountain/17755.jpg,
4585,mountain,seg_train/seg_train/mountain/2166.jpg,
4588,mountain,seg_train/seg_train/mountain/14597.jpg," The image shows a mountain peak above the clouds. The main object in the image is a mountain.
(D)"
4589,mountain,seg_train/seg_train/mountain/19857.jpg," The image shows a mountain range. The mountains are covered in snow. The sky is cloudy. The main object in the image is a mountain.
(D)"
4590,mountain,seg_train/seg_train/mountain/4672.jpg, The image shows a rocky mountain with a large snow field on its side. There are some grassy areas on the mountainside. The sky is blue and there are some clouds. The main object in the image is a (D) mountain.
4591,mountain,seg_train/seg_train/mountain/12008.jpg,
4592,mountain,seg_train/seg_train/mountain/16009.jpg," The image shows a deep and narrow valley with a river running through it. The valley is surrounded by steep mountains. The main object in the image is the mountains.
(D)"
4593,mountain,seg_train/seg_train/mountain/12976.jpg,
4595,mountain,seg_train/seg_train/mountain/1702.jpg,
4598,mountain,seg_train/seg_train/mountain/6782.jpg,
4599,mountain,seg_train/seg_train/mountain/16966.jpg, The image shows a mountain covered with trees. There are some bare trees in the foreground. The mountain is in the distance. (D)
4600,mountain,seg_train/seg_train/mountain/2571.jpg, (D) This is an image of a mountain range. The main object in the image is a mountain.
4602,mountain,seg_train/seg_train/mountain/16252.jpg,
4603,mountain,seg_train/seg_train/mountain/10581.jpg," The image shows a mountain landscape at sunset. The main object in the image is a mountain. The mountain is covered in snow and ice. The sky is a deep orange color, and the sun is setting behind the mountain. There are some clouds in the sky. The mountain is in the distance, and there are no buildings or other structures in the foreground. The image is peaceful and serene. (D)"
4604,mountain,seg_train/seg_train/mountain/5153.jpg," The image shows a snow-capped mountain peak. There are some trees on the mountainside. The sky is blue and there are some clouds. The main object in the image is a mountain, so the answer is (D)."
4605,mountain,seg_train/seg_train/mountain/16207.jpg,
4607,mountain,seg_train/seg_train/mountain/7167.jpg,
4609,mountain,seg_train/seg_train/mountain/13495.jpg," The image shows a snow-capped mountain with rocks and snow. The main object in the image is a mountain.
(D)"
4612,mountain,seg_train/seg_train/mountain/16869.jpg, The image shows a mountain landscape. The main object in the image is a mountain range. The mountains are covered in snow and there are trees on the lower slopes. There is a lake in the foreground and a river running through the valley. The sky is blue and there are some clouds. (D)
4613,mountain,seg_train/seg_train/mountain/6770.jpg," The image shows a mountain range. The mountains are in the distance and are covered in trees. The sky is cloudy and there is a tree in the foreground. The main object in the image is the mountain range.
(D)"
4614,mountain,seg_train/seg_train/mountain/9763.jpg, The image shows a mountain range in the distance with a town in the foreground. There are also some trees in the foreground. The main object in the image is the mountain range. (D)
4616,mountain,seg_train/seg_train/mountain/1309.jpg," The image shows a snow-capped mountain peak. The sky is clear and blue. The mountain is surrounded by trees. The main object in the image is a mountain.
(D)"
4621,mountain,seg_train/seg_train/mountain/5655.jpg, The image is in black and white. The main object in the image is a mountain. There is a river flowing down from the mountain. The mountain is surrounded by rocks and clouds. (D)
4627,mountain,seg_train/seg_train/mountain/15108.jpg, (A) The image shows a valley in the mountains. There is a town in the valley and mountains in the background. The main object in the image is the mountains.
4628,mountain,seg_train/seg_train/mountain/9928.jpg, The image shows a snow-capped mountain in the distance with a lush green hillside in the foreground. (D)
