,label,image,description
793,street,seg_train/seg_train/street/12991.jpg," The image is a black and white photo of a narrow street with buildings on both sides. The street is lit by a single street lamp. The buildings are mostly three or four stories tall, with some of them having small businesses on the first floor. The street is empty, with no cars or people visible. The main object in the image is the street. (F)"
794,street,seg_train/seg_train/street/17632.jpg, The image shows a narrow street in a village. The street is lined with whitewashed houses with blue shutters. The main object in the image is the street. (F)
795,street,seg_train/seg_train/street/15385.jpg, The image shows a scene of a street with buildings on both sides. The buildings are tall and made of brick. The street is wide and paved with asphalt. There are cars parked on both sides of the street. The sky is cloudy. The main object in the image is (F) street.
796,street,seg_train/seg_train/street/9961.jpg,
797,street,seg_train/seg_train/street/12196.jpg, The image shows a narrow alleyway between two tall buildings. The buildings are made of red brick and have many windows. The alleyway is paved with asphalt and has a yellow line painted down the center. There is a blue door on the right side of the alleyway. The main object in the image is a (F) street.
798,street,seg_train/seg_train/street/18484.jpg, The image shows a scene of a narrow street with buildings on both sides. The street is made of cobblestones and there is a scooter parked on the side of the street. There are people walking on the street and there are some shops and restaurants on the ground floor of the buildings. The main object in the image is (F) street.
799,street,seg_train/seg_train/street/16054.jpg, The image shows a narrow street with buildings on both sides. There are people walking on the street. The main object in the image is (F) street.
800,street,seg_train/seg_train/street/373.jpg," The image shows a street scene. There are cars on the road, buildings on both sides of the road, and trees on the sidewalks. The sky is cloudy. The main object in the image is (F) street."
801,street,seg_train/seg_train/street/3816.jpg,
802,street,seg_train/seg_train/street/14751.jpg, The image shows a scene of a street with buildings on both sides. The buildings are mostly made of brick and have a variety of architectural styles. There are a few people walking on the street and there are cars parked along the side of the road. The main object in the image is the buildings. (F)
803,street,seg_train/seg_train/street/1984.jpg, The image shows a street scene in a city. There are tall buildings on both sides of the street. The street is lined with cars. There are trees on the sidewalk. The sun is shining brightly. The main object in the image is (F) street.
804,street,seg_train/seg_train/street/7300.jpg,
805,street,seg_train/seg_train/street/7523.jpg, The image shows a narrow street with buildings on both sides. The buildings are mostly made of stone and have wooden shutters. The street is made of cobblestones. There are people walking on the street. The main object in the image is the buildings. (A)
806,street,seg_train/seg_train/street/698.jpg, The image shows a tree-lined street with buildings on both sides. There are a few cars parked on the street and a person is walking on the right side of the street. The main object in the image is (F) street.
807,street,seg_train/seg_train/street/15295.jpg, The image is a scene of a narrow street with buildings on both sides. There are people walking on the street by the light of the street lamps. The main object in the image is (F) street.
808,street,seg_train/seg_train/street/9378.jpg, The image shows a scene of a street with (A) buildings.
809,street,seg_train/seg_train/street/2692.jpg," The image shows a busy street scene in a city. There are several people on the street, some of whom are walking, some are riding bicycles, and some are driving motorbikes. There are also several buildings in the background. The main object in the image is (F) street."
810,street,seg_train/seg_train/street/14143.jpg," The image shows a street scene. There are buildings on both sides of the street. The buildings are mostly two or three stories tall, with commercial venues on the first floor and residential quarters above. The street is lit by street lamps. There are a few trees on the street. The street is made of bricks. There are people walking on the street. The main object in the image is (F) street."
811,street,seg_train/seg_train/street/437.jpg, The image is a black and white street photograph of a busy urban street with large buildings on either side and people crossing the street. There are cars and a bus on the street. The main object in the image is (F) street.
812,street,seg_train/seg_train/street/18401.jpg, The image shows a street scene in a city. There are many buildings on both sides of the street. There are people walking on the street. The main object in the image is (F) street.
813,street,seg_train/seg_train/street/11453.jpg,
814,street,seg_train/seg_train/street/7549.jpg, The image shows an urban street scene. There are buildings on both sides of the street. The street is wide and there are cars parked on both sides. There are also trees and a bridge in the image. The main object in the image is the street. (F)
815,street,seg_train/seg_train/street/637.jpg, The image is a black and white photo of a narrow street in a city. There are buildings on both sides of the street. The buildings are mostly two or three stories tall. There are a few cars and motorbikes parked on the street. There are also some bicycles parked on the sidewalk. There are some trees on the sidewalk. The street is made of asphalt. There is a crosswalk in the foreground. There is a traffic light in the background. The main object in the image is (F) street.
816,street,seg_train/seg_train/street/14559.jpg," The image is a black and white photo of a narrow street with a cobblestone surface. The street is lined with old buildings, most of which are three or four stories tall. The buildings are made of a variety of materials, including brick, stone, and wood. There are a few people walking on the street, and there are some parked cars. The main object in the image is the street. (F)"
817,street,seg_train/seg_train/street/8032.jpg,
818,street,seg_train/seg_train/street/3797.jpg," The image shows a narrow street in a residential area. The street is lined with small houses, most of which are two or three stories tall. The houses are made of a variety of materials, including brick, wood, and concrete. The street is paved with asphalt and has a sidewalk on one side. There are a few trees and shrubs lining the street. The main object in the image is a street. So the answer is '(F)'."
819,street,seg_train/seg_train/street/8999.jpg, There are many people walking on a stone street that is lined with trees. There are also buildings on both sides of the street. (F)
820,street,seg_train/seg_train/street/17769.jpg, The image shows a scene of a street in a city. There are buildings on both sides of the street. People are walking on the street. The main object in the image is (F) street.
821,street,seg_train/seg_train/street/10632.jpg, The image shows a scene of a street in a city. The main object in the image is a (F) street.
822,street,seg_train/seg_train/street/6878.jpg, This is a photo of a street with some people walking on it. There are some buildings on both sides of the street. The buildings are mostly yellow. The sky is blue and there are some clouds in the sky. The main object in the image is (F) street.
823,street,seg_train/seg_train/street/13650.jpg, The image shows a tree-lined street with a few people walking on it. There are some buildings on both sides of the street. The buildings are mostly made of brick and have a few stories. There are also a few trees on the street. The main object in the image is the street. (F)
824,street,seg_train/seg_train/street/3734.jpg, The image shows a narrow street with people walking on it. There are buildings on both sides of the street. The buildings are made of stone and have small windows. There are also some trees and plants on the street. The main object in the image is the street. (F)
825,street,seg_train/seg_train/street/5333.jpg, The image shows a long street with buildings on both sides and a church in the distance. The main object in the image is (F) street.
826,street,seg_train/seg_train/street/14274.jpg," The image shows a scene of a street. There are several buildings on both sides of the street. The buildings are mostly two or three stories high, and they have a variety of architectural styles. There are also a few trees on the street, and there are cars parked on both sides of the street. The main object in the image is (F) street."
827,street,seg_train/seg_train/street/4847.jpg," The image shows a narrow street with a row of buildings on either side. The buildings are mostly three or four stories tall, and they are made of brick or stone. The street is paved with cobblestones, and there is a sidewalk on one side of the street. There are a few trees on the sidewalk, and there are some cars parked on the street. The main object in the image is the buildings. '(A)'"
828,street,seg_train/seg_train/street/16240.jpg," The image shows a narrow street with buildings on both sides. The street is empty, except for a few parked cars. The buildings are mostly made of brick and have a variety of architectural styles. The main object in the image is (F) street."
829,street,seg_train/seg_train/street/11944.jpg, The image shows a building lit up in purple light. There are some people walking on the street in front of the building. The main object in the image is a building. Answer: (A)
830,street,seg_train/seg_train/street/5911.jpg, The image shows a wet street with cars parked on either side. There are buildings on both sides of the street. The buildings are mostly made of brick and have commercial venues on the first floor with apartments above. There is a street light in the foreground. The street is lit by the street light and the lights from the buildings. The main object in the image is (F) street.
831,street,seg_train/seg_train/street/312.jpg, The image shows a scene of a street in a city. There are several buildings on both sides of the street. The buildings are mostly made of concrete and brick. There are a few cars parked on the street. There are also some people walking on the street. The main object in the image is the buildings. (A)
832,street,seg_train/seg_train/street/10131.jpg,
833,street,seg_train/seg_train/street/33.jpg, (F) It is a street scene with many people on the street.
834,street,seg_train/seg_train/street/19444.jpg, The image is a black and white photo of a person crossing the road. There are trees on both sides of the road. The person is wearing a hat and a jacket. The main object in the image is a person. The answer is (F).
835,street,seg_train/seg_train/street/10317.jpg," This is a photo of a very narrow street with a lot of people walking through it. The buildings are tall, and the street is made of cobblestones. There are a few trees and some flowers on the street. The main object in the image is (F) street."
836,street,seg_train/seg_train/street/10985.jpg, The image shows a scene of a street in a town. The main object in the image is (F) street.
837,street,seg_train/seg_train/street/5713.jpg,
838,street,seg_train/seg_train/street/2964.jpg,
839,street,seg_train/seg_train/street/12323.jpg, The image shows a narrow street with traditional wooden houses on both sides in Japan. The street is made of stone slabs and there are some trees and plants along the way. The main object in the image is (F) street.
840,street,seg_train/seg_train/street/2804.jpg,
841,street,seg_train/seg_train/street/510.jpg,
842,street,seg_train/seg_train/street/19352.jpg,
843,street,seg_train/seg_train/street/16004.jpg,
844,street,seg_train/seg_train/street/16954.jpg, The image is a black and white photo of a narrow street with buildings on both sides. The street is made of cobblestone and there are a few cars parked on it. The buildings are tall and have many windows. There are some trees on the street and it is daytime. The main object in the image is (F) street.
845,street,seg_train/seg_train/street/15509.jpg,
846,street,seg_train/seg_train/street/15767.jpg,
847,street,seg_train/seg_train/street/19010.jpg,
848,street,seg_train/seg_train/street/1091.jpg,
849,street,seg_train/seg_train/street/17970.jpg,
850,street,seg_train/seg_train/street/17313.jpg,
851,street,seg_train/seg_train/street/18317.jpg,
852,street,seg_train/seg_train/street/13426.jpg,
853,street,seg_train/seg_train/street/16930.jpg,
854,street,seg_train/seg_train/street/1212.jpg,
855,street,seg_train/seg_train/street/3899.jpg,
856,street,seg_train/seg_train/street/10665.jpg,
857,street,seg_train/seg_train/street/19950.jpg,
858,street,seg_train/seg_train/street/12123.jpg,
859,street,seg_train/seg_train/street/1495.jpg,
860,street,seg_train/seg_train/street/1754.jpg,
861,street,seg_train/seg_train/street/5789.jpg,
862,street,seg_train/seg_train/street/19163.jpg,
863,street,seg_train/seg_train/street/2540.jpg,
864,street,seg_train/seg_train/street/2375.jpg,
865,street,seg_train/seg_train/street/10076.jpg,
866,street,seg_train/seg_train/street/658.jpg,
867,street,seg_train/seg_train/street/18952.jpg,
868,street,seg_train/seg_train/street/7529.jpg,
869,street,seg_train/seg_train/street/7839.jpg,
870,street,seg_train/seg_train/street/8280.jpg,
871,street,seg_train/seg_train/street/1866.jpg,
872,street,seg_train/seg_train/street/16523.jpg,
873,street,seg_train/seg_train/street/17615.jpg,
874,street,seg_train/seg_train/street/4872.jpg,
875,street,seg_train/seg_train/street/15362.jpg,
876,street,seg_train/seg_train/street/14590.jpg,
877,street,seg_train/seg_train/street/12682.jpg,
878,street,seg_train/seg_train/street/5948.jpg,
879,street,seg_train/seg_train/street/1120.jpg,
880,street,seg_train/seg_train/street/8919.jpg,
881,street,seg_train/seg_train/street/6412.jpg,
882,street,seg_train/seg_train/street/9158.jpg,
883,street,seg_train/seg_train/street/5304.jpg,
884,street,seg_train/seg_train/street/2186.jpg,
885,street,seg_train/seg_train/street/8747.jpg,
886,street,seg_train/seg_train/street/16720.jpg,
887,street,seg_train/seg_train/street/16691.jpg,
888,street,seg_train/seg_train/street/13816.jpg,
889,street,seg_train/seg_train/street/8547.jpg,
890,street,seg_train/seg_train/street/8720.jpg,
891,street,seg_train/seg_train/street/83.jpg,
892,street,seg_train/seg_train/street/1139.jpg,
893,street,seg_train/seg_train/street/1928.jpg,
894,street,seg_train/seg_train/street/17887.jpg,
895,street,seg_train/seg_train/street/17106.jpg,
896,street,seg_train/seg_train/street/7397.jpg,
897,street,seg_train/seg_train/street/9733.jpg,
898,street,seg_train/seg_train/street/16336.jpg,
899,street,seg_train/seg_train/street/5809.jpg,
900,street,seg_train/seg_train/street/2603.jpg,
901,street,seg_train/seg_train/street/11128.jpg,
902,street,seg_train/seg_train/street/2926.jpg,
903,street,seg_train/seg_train/street/1270.jpg,
904,street,seg_train/seg_train/street/9875.jpg,
905,street,seg_train/seg_train/street/6652.jpg,
906,street,seg_train/seg_train/street/16494.jpg,
907,street,seg_train/seg_train/street/5721.jpg,
908,street,seg_train/seg_train/street/14874.jpg,
909,street,seg_train/seg_train/street/9953.jpg,
910,street,seg_train/seg_train/street/10224.jpg,
911,street,seg_train/seg_train/street/5026.jpg,
912,street,seg_train/seg_train/street/9516.jpg,
913,street,seg_train/seg_train/street/11470.jpg,
914,street,seg_train/seg_train/street/8527.jpg,
915,street,seg_train/seg_train/street/11279.jpg,
916,street,seg_train/seg_train/street/1042.jpg,
917,street,seg_train/seg_train/street/10767.jpg,
918,street,seg_train/seg_train/street/11257.jpg,
919,street,seg_train/seg_train/street/3682.jpg, The image shows a scene on a city street. There are buildings on both sides of the street. A woman is walking on the sidewalk on the left side of the street. There are cars parked on the street. The main object in the image is (F) street.
920,street,seg_train/seg_train/street/14005.jpg,
921,street,seg_train/seg_train/street/8143.jpg,
922,street,seg_train/seg_train/street/14693.jpg,
923,street,seg_train/seg_train/street/17801.jpg,
924,street,seg_train/seg_train/street/15607.jpg,
925,street,seg_train/seg_train/street/7653.jpg,
926,street,seg_train/seg_train/street/10851.jpg,
927,street,seg_train/seg_train/street/4606.jpg,
928,street,seg_train/seg_train/street/7828.jpg,
929,street,seg_train/seg_train/street/11143.jpg,
930,street,seg_train/seg_train/street/5363.jpg,
931,street,seg_train/seg_train/street/15432.jpg,
932,street,seg_train/seg_train/street/12130.jpg,
933,street,seg_train/seg_train/street/5891.jpg,
934,street,seg_train/seg_train/street/17557.jpg,
935,street,seg_train/seg_train/street/4830.jpg,
936,street,seg_train/seg_train/street/16740.jpg,
937,street,seg_train/seg_train/street/15592.jpg,
938,street,seg_train/seg_train/street/8925.jpg,
939,street,seg_train/seg_train/street/12958.jpg,
940,street,seg_train/seg_train/street/18437.jpg,
941,street,seg_train/seg_train/street/2210.jpg,
942,street,seg_train/seg_train/street/2256.jpg,
943,street,seg_train/seg_train/street/17568.jpg,
944,street,seg_train/seg_train/street/5055.jpg,
945,street,seg_train/seg_train/street/19553.jpg,
946,street,seg_train/seg_train/street/19940.jpg,
947,street,seg_train/seg_train/street/8122.jpg,
948,street,seg_train/seg_train/street/15856.jpg,
949,street,seg_train/seg_train/street/5908.jpg,
950,street,seg_train/seg_train/street/15308.jpg,
951,street,seg_train/seg_train/street/2470.jpg,
952,street,seg_train/seg_train/street/13632.jpg,
953,street,seg_train/seg_train/street/19720.jpg,
954,street,seg_train/seg_train/street/6469.jpg,
955,street,seg_train/seg_train/street/18242.jpg,
956,street,seg_train/seg_train/street/9327.jpg,
957,street,seg_train/seg_train/street/18514.jpg,
958,street,seg_train/seg_train/street/6352.jpg,
959,street,seg_train/seg_train/street/3661.jpg,
960,street,seg_train/seg_train/street/6573.jpg,
961,street,seg_train/seg_train/street/14388.jpg,
962,street,seg_train/seg_train/street/13106.jpg,
963,street,seg_train/seg_train/street/10255.jpg,
964,street,seg_train/seg_train/street/18217.jpg,
965,street,seg_train/seg_train/street/12857.jpg,
966,street,seg_train/seg_train/street/17761.jpg,
967,street,seg_train/seg_train/street/9370.jpg,
968,street,seg_train/seg_train/street/1056.jpg,
969,street,seg_train/seg_train/street/17540.jpg,
970,street,seg_train/seg_train/street/7265.jpg,
971,street,seg_train/seg_train/street/16959.jpg,
972,street,seg_train/seg_train/street/1703.jpg,
973,street,seg_train/seg_train/street/1384.jpg,
974,street,seg_train/seg_train/street/11379.jpg,
975,street,seg_train/seg_train/street/10099.jpg,
976,street,seg_train/seg_train/street/4948.jpg,
977,street,seg_train/seg_train/street/15842.jpg,
978,street,seg_train/seg_train/street/18353.jpg,
979,street,seg_train/seg_train/street/13401.jpg,
980,street,seg_train/seg_train/street/17688.jpg,
981,street,seg_train/seg_train/street/8717.jpg,
982,street,seg_train/seg_train/street/17359.jpg,
983,street,seg_train/seg_train/street/37.jpg,
984,street,seg_train/seg_train/street/19031.jpg,
985,street,seg_train/seg_train/street/13659.jpg,
986,street,seg_train/seg_train/street/8611.jpg,
987,street,seg_train/seg_train/street/13699.jpg,
988,street,seg_train/seg_train/street/12878.jpg,
989,street,seg_train/seg_train/street/14355.jpg,
990,street,seg_train/seg_train/street/113.jpg,
991,street,seg_train/seg_train/street/14640.jpg,
992,street,seg_train/seg_train/street/688.jpg,
993,street,seg_train/seg_train/street/9043.jpg,
994,street,seg_train/seg_train/street/12481.jpg,
995,street,seg_train/seg_train/street/16783.jpg,
996,street,seg_train/seg_train/street/8708.jpg,
997,street,seg_train/seg_train/street/10369.jpg,
998,street,seg_train/seg_train/street/1246.jpg,
999,street,seg_train/seg_train/street/12876.jpg,
1000,street,seg_train/seg_train/street/10778.jpg,
1001,street,seg_train/seg_train/street/7203.jpg,
1002,street,seg_train/seg_train/street/13209.jpg,
1003,street,seg_train/seg_train/street/19829.jpg,
1004,street,seg_train/seg_train/street/197.jpg,
1005,street,seg_train/seg_train/street/3889.jpg,
1006,street,seg_train/seg_train/street/17463.jpg,
1007,street,seg_train/seg_train/street/10019.jpg,
1008,street,seg_train/seg_train/street/35.jpg,
1009,street,seg_train/seg_train/street/3614.jpg,
1010,street,seg_train/seg_train/street/17089.jpg,
1011,street,seg_train/seg_train/street/262.jpg,
1012,street,seg_train/seg_train/street/91.jpg,
1013,street,seg_train/seg_train/street/14810.jpg,
1014,street,seg_train/seg_train/street/16367.jpg,
1015,street,seg_train/seg_train/street/14134.jpg,
1016,street,seg_train/seg_train/street/14659.jpg,
1017,street,seg_train/seg_train/street/7141.jpg,
1018,street,seg_train/seg_train/street/17443.jpg,
1019,street,seg_train/seg_train/street/13643.jpg,
1020,street,seg_train/seg_train/street/7656.jpg,
1021,street,seg_train/seg_train/street/7046.jpg,
1022,street,seg_train/seg_train/street/11169.jpg,
1023,street,seg_train/seg_train/street/7499.jpg,
1024,street,seg_train/seg_train/street/86.jpg,
1025,street,seg_train/seg_train/street/8928.jpg,
1026,street,seg_train/seg_train/street/17904.jpg,
1027,street,seg_train/seg_train/street/14910.jpg,
1028,street,seg_train/seg_train/street/3069.jpg,
1029,street,seg_train/seg_train/street/5208.jpg,
1030,street,seg_train/seg_train/street/14668.jpg,
1031,street,seg_train/seg_train/street/6848.jpg,
1032,street,seg_train/seg_train/street/19766.jpg,
1033,street,seg_train/seg_train/street/18682.jpg,
1034,street,seg_train/seg_train/street/9351.jpg,
1035,street,seg_train/seg_train/street/9878.jpg,
1036,street,seg_train/seg_train/street/6203.jpg,
1037,street,seg_train/seg_train/street/2560.jpg,
1038,street,seg_train/seg_train/street/7341.jpg,
1039,street,seg_train/seg_train/street/12653.jpg,
1040,street,seg_train/seg_train/street/13323.jpg,
1041,street,seg_train/seg_train/street/15883.jpg,
1042,street,seg_train/seg_train/street/3539.jpg,
1043,street,seg_train/seg_train/street/14805.jpg,
1044,street,seg_train/seg_train/street/16504.jpg,
1045,street,seg_train/seg_train/street/8842.jpg,
1046,street,seg_train/seg_train/street/17473.jpg,
1047,street,seg_train/seg_train/street/15339.jpg,
1048,street,seg_train/seg_train/street/2089.jpg,
1049,street,seg_train/seg_train/street/8866.jpg,
1050,street,seg_train/seg_train/street/11707.jpg,
1051,street,seg_train/seg_train/street/16258.jpg,
1052,street,seg_train/seg_train/street/662.jpg,
1053,street,seg_train/seg_train/street/18532.jpg,
1054,street,seg_train/seg_train/street/18466.jpg,
1055,street,seg_train/seg_train/street/19823.jpg,
1056,street,seg_train/seg_train/street/10042.jpg,
1057,street,seg_train/seg_train/street/11040.jpg,
1058,street,seg_train/seg_train/street/648.jpg,
1059,street,seg_train/seg_train/street/14129.jpg,
1060,street,seg_train/seg_train/street/7216.jpg,
1061,street,seg_train/seg_train/street/4922.jpg,
1062,street,seg_train/seg_train/street/11744.jpg,
1063,street,seg_train/seg_train/street/1007.jpg,
1064,street,seg_train/seg_train/street/13717.jpg,
1065,street,seg_train/seg_train/street/10065.jpg,
1066,street,seg_train/seg_train/street/5660.jpg,
1067,street,seg_train/seg_train/street/18621.jpg,
1068,street,seg_train/seg_train/street/9535.jpg,
1069,street,seg_train/seg_train/street/1023.jpg,
1070,street,seg_train/seg_train/street/16482.jpg,
1071,street,seg_train/seg_train/street/18423.jpg,
1072,street,seg_train/seg_train/street/19643.jpg,
1073,street,seg_train/seg_train/street/9413.jpg,
1074,street,seg_train/seg_train/street/19184.jpg,
1075,street,seg_train/seg_train/street/937.jpg,
1076,street,seg_train/seg_train/street/7155.jpg,
1077,street,seg_train/seg_train/street/13569.jpg,
1078,street,seg_train/seg_train/street/2361.jpg,
1079,street,seg_train/seg_train/street/16072.jpg,
1080,street,seg_train/seg_train/street/8446.jpg,
1081,street,seg_train/seg_train/street/6686.jpg,
1082,street,seg_train/seg_train/street/8880.jpg,
1083,street,seg_train/seg_train/street/6847.jpg,
1084,street,seg_train/seg_train/street/16433.jpg,
1085,street,seg_train/seg_train/street/5833.jpg,
1086,street,seg_train/seg_train/street/2234.jpg,
1087,street,seg_train/seg_train/street/1230.jpg,
1088,street,seg_train/seg_train/street/19511.jpg,
1089,street,seg_train/seg_train/street/2725.jpg,
1090,street,seg_train/seg_train/street/13892.jpg,
1091,street,seg_train/seg_train/street/9847.jpg,
1092,street,seg_train/seg_train/street/11721.jpg,
1093,street,seg_train/seg_train/street/358.jpg,
1094,street,seg_train/seg_train/street/1005.jpg,
1095,street,seg_train/seg_train/street/6372.jpg,
1096,street,seg_train/seg_train/street/6396.jpg,
1097,street,seg_train/seg_train/street/29.jpg,
1098,street,seg_train/seg_train/street/17652.jpg,
1099,street,seg_train/seg_train/street/9879.jpg,
1100,street,seg_train/seg_train/street/17355.jpg,
1101,street,seg_train/seg_train/street/1088.jpg,
1102,street,seg_train/seg_train/street/4279.jpg,
1103,street,seg_train/seg_train/street/4822.jpg," The image shows a street scene. There is a street with a few cars parked on either side. There are also a few trees and buildings on either side of the street. There is a person walking a dog in the middle of the street. The main object in the image is a street. Therefore, the answer is (F)."
1104,street,seg_train/seg_train/street/18294.jpg,
1105,street,seg_train/seg_train/street/11893.jpg,
1106,street,seg_train/seg_train/street/14106.jpg,
1107,street,seg_train/seg_train/street/104.jpg,
1108,street,seg_train/seg_train/street/2343.jpg,
1109,street,seg_train/seg_train/street/14408.jpg,
1110,street,seg_train/seg_train/street/11611.jpg,
1111,street,seg_train/seg_train/street/14280.jpg,
1112,street,seg_train/seg_train/street/844.jpg,
1113,street,seg_train/seg_train/street/9447.jpg,
1114,street,seg_train/seg_train/street/18261.jpg, The image shows a street scene. There are many houses on both sides of the street. The houses are mostly made of wood and have different colors. The street is narrow and there are cars parked on both sides of the street. There are trees on both sides of the street. The trees are mostly green and some are yellow. The sky is cloudy. The main object in the image is (F) street.
1115,street,seg_train/seg_train/street/5853.jpg,
1116,street,seg_train/seg_train/street/16516.jpg,
1117,street,seg_train/seg_train/street/18754.jpg,
1118,street,seg_train/seg_train/street/7596.jpg,
1119,street,seg_train/seg_train/street/17796.jpg,
1120,street,seg_train/seg_train/street/2178.jpg,
1121,street,seg_train/seg_train/street/19277.jpg, The image shows a narrow street in a town. There are buildings on both sides of the street. The buildings are made of mud and have small windows. The street is made of cobblestones. There is a woman walking down the street with two children. The woman is wearing a hijab. There are also motorbikes parked on the side of the street. (A)
1122,street,seg_train/seg_train/street/15677.jpg,
1123,street,seg_train/seg_train/street/3217.jpg,
1124,street,seg_train/seg_train/street/7503.jpg,
1125,street,seg_train/seg_train/street/18452.jpg,
1126,street,seg_train/seg_train/street/9872.jpg,
1127,street,seg_train/seg_train/street/12450.jpg,
1128,street,seg_train/seg_train/street/19905.jpg,
1129,street,seg_train/seg_train/street/10111.jpg, The image shows a narrow street with cobblestone pavement. The street is lined with old buildings with brick facades. There is a slight bend in the street to the right. The main object in the image is the (F) street.
1130,street,seg_train/seg_train/street/186.jpg," The image shows a street scene. There are buildings on both sides of the street. The street is empty, with no cars or people on it. There are Australian flags hanging on the street. The main object in the image is (F) street."
1131,street,seg_train/seg_train/street/5448.jpg, The image shows a street scene in a European city. The street is lined with tall buildings and there are trees and a fountain in the distance. The main object in the image is the street. (F)
1132,street,seg_train/seg_train/street/19477.jpg,
1133,street,seg_train/seg_train/street/13567.jpg, The image shows a narrow street with brick buildings on both sides and a stone street. There are many bicycles parked along the street. The main object in the image is (F) street.
1134,street,seg_train/seg_train/street/6356.jpg,
1135,street,seg_train/seg_train/street/12003.jpg, The image shows a scene of a street with many people walking on it. The street is lined with buildings and there are mountains in the background. The main object in the image is (F) street.
1136,street,seg_train/seg_train/street/15926.jpg,
1137,street,seg_train/seg_train/street/10097.jpg,
1138,street,seg_train/seg_train/street/5897.jpg," This is a scene on a street. A man is spraying water on the street. There are some people standing and chatting on the left side of the image. The buildings on both sides of the street are mainly two or three stories high, with balconies and shops on the first floor. The street is made of cobblestones. The main object in the image is (F) street."
1139,street,seg_train/seg_train/street/12277.jpg, This is a picture of a street with buildings on both sides and a row of cars parked on the street. There are several people walking on the street. The main objects in the image are buildings and a street. Answer: (A)(F)
1140,street,seg_train/seg_train/street/3054.jpg," The image shows a street scene in a city. There are several buildings on both sides of the street. The buildings are mostly made of brick and have a lot of windows. There are also a few trees on the street. The street is paved with asphalt and has a crosswalk. There are several cars parked on the street, including two yellow taxis. There are also a few people walking on the street. The main object in the image is (F) street."
1141,street,seg_train/seg_train/street/3740.jpg," The image shows a busy street scene with people crossing the road, some on bicycles. There are buildings on both sides of the street and a tree in the middle. The main object in the image is (F) street."
1142,street,seg_train/seg_train/street/11255.jpg," The image shows a busy street scene in a city. There are many cars, buses, and people on the street. There are also some trees and buildings in the background. The main object in the image is a cyclist. (F)"
1143,street,seg_train/seg_train/street/10984.jpg, The image shows a tree-lined street with a blue trash can on the side of the road. There is a brick building with white windows in the background. The main object in the image is a tree in full bloom. (F)
1144,street,seg_train/seg_train/street/14974.jpg,
1145,street,seg_train/seg_train/street/11558.jpg, The image is a long shot of a street at night. The street is lined with trees and there are cars parked on either side of the street. There is a street light in the foreground and the street is lit by the headlights of the cars. The main object in the image is the street. (F)
1146,street,seg_train/seg_train/street/9959.jpg, The image shows a scene of a European street with old buildings. The main object in the image is a building. Answer: (A)
1147,street,seg_train/seg_train/street/15194.jpg,
1148,street,seg_train/seg_train/street/3298.jpg, The image shows a scene on a street. There are several buildings on both sides of the street. The buildings are mostly made of brick and have multiple stories. There is also some vegetation along the street. The main object in the image is (F) street.
1149,street,seg_train/seg_train/street/12434.jpg,
1150,street,seg_train/seg_train/street/19158.jpg," The image shows a scene of a street. There are several buildings on both sides of the street. The buildings are mostly two or three stories high, and they are painted in a variety of colors. There are also several cars parked on the street. The street is lined with trees, and there are a few people walking on the street. The main object in the image is the buildings."
1151,street,seg_train/seg_train/street/10297.jpg, The image shows a narrow street with buildings on both sides and a few trees. The main object in the image is (F) street.
1152,street,seg_train/seg_train/street/8528.jpg, The image is a black and white street scene. There are three women walking down a narrow street. The women are all wearing summer clothes. The street is lined with buildings. There are a few trees on the street. The main object in the image is the street. (F)
1153,street,seg_train/seg_train/street/15132.jpg,
1154,street,seg_train/seg_train/street/12319.jpg,
1155,street,seg_train/seg_train/street/15050.jpg,
1156,street,seg_train/seg_train/street/6737.jpg," The image shows a street scene. There are buildings on both sides of the street. The buildings are mostly made of brick and are two or three stories tall. The street is paved and has cars parked on it. There are also trees and power lines on the street. The main object in the image is a building.
(F)"
1157,street,seg_train/seg_train/street/3616.jpg, The image shows a city street with tall buildings on both sides of the street. There are people walking on the street and cars parked on the side of the street. The main object in the image is (F) street.
1158,street,seg_train/seg_train/street/1297.jpg, The image is a black and white photo of a street. The main objects in the image are buildings. (A)
1159,street,seg_train/seg_train/street/19662.jpg, The image is a black and white street scene. There are several people walking on the street with their umbrellas. There are cars parked on the side of the street. The buildings are tall and have a lot of windows. The street is wet from the rain. The main object in the image is the street. (F)
1160,street,seg_train/seg_train/street/6264.jpg,
1161,street,seg_train/seg_train/street/6798.jpg,
1162,street,seg_train/seg_train/street/3290.jpg,
1163,street,seg_train/seg_train/street/8548.jpg,
1164,street,seg_train/seg_train/street/7910.jpg, (F) This is a busy street scene with people walking on the street. The buildings are tall and the street is lined with trees.
1165,street,seg_train/seg_train/street/2116.jpg,
1166,street,seg_train/seg_train/street/16875.jpg," The image shows a scene of a street. There are cars driving on the street, and trees on both sides of the street. The main object in the image is a street. Answer: (F)"
1167,street,seg_train/seg_train/street/12240.jpg, The image shows a busy street scene in a city. There are many people walking on the street by a bus stop. There are also many buildings and a bicycle on the side of the road. The main object in the image is a red double-decker bus. (F)
1168,street,seg_train/seg_train/street/17009.jpg, The image shows a street scene. There are buildings on both sides of the street. The street is lined with trees. The sky is cloudy. The main object in the image is (F) street.
